station_id,legacy_id,name,lat,lon,capacity
a3af624c-a135-11e9-9cda-0a87ae2ba916,15585,Budlong Woods Library,41.98366470886,-87.6964225611,11
a3aa5ed1-a135-11e9-9cda-0a87ae2ba916,13288,Damen Ave & Charleston St,41.920082,-87.677855,11
a3a39301-a135-11e9-9cda-0a87ae2ba916,KA1503000068,Leavitt St & Archer Ave,41.82879201994,-87.6806044594,15
a3a7cd56-a135-11e9-9cda-0a87ae2ba916,13307,Laflin St & Cullerton St,41.85491457576575,-87.66355991363525,15
a3afb917-a135-11e9-9cda-0a87ae2ba916,KA1504000096,Sawyer Ave & Irving Park Rd,41.9536,-87.70931,16
1945178760530424534,24243,Kedzie Ave & Archer Ave,41.81447,-87.70411,15
a3a378ca-a135-11e9-9cda-0a87ae2ba916,15545,Burnham Harbor,41.85741178707404,-87.61379152536392,23
a3af2216-a135-11e9-9cda-0a87ae2ba916,KA1504000155,2112 W Peterson Ave,41.991178,-87.683593,11
a3b26084-a135-11e9-9cda-0a87ae2ba916,571,Vernon Ave & 75th St,41.758361,-87.614138,11
8fd03909-317e-4b6c-b8e9-f4c28b4c90b1,20217,Torrence Ave & 126th Pl,41.66631200825726,-87.55721569061278,15
a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,16933,Morgan St & Pershing Rd,41.823613,-87.650931,7
a3b4728f-a135-11e9-9cda-0a87ae2ba916,654,Racine Ave & Washington Blvd,41.883073,-87.656952,11
1863873701095594368,23124,Wood St & 84th St,41.741192,-87.668106,15
